System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
12:07:15:491, 3897572505745691,   48.005,   15.000, 3700,  78.796,3530.398, 980.666,  62.156,2729.092, 758.081, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:15:602, 3897572894154747,   48.116,   16.000, 3700,  79.575,3539.224, 983.118,  62.811,2736.058, 760.016, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:15:711, 3897573275483654,   48.225,   12.000, 3700,  75.491,3547.443, 985.401,  58.902,2742.471, 761.798, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:15:819, 3897573653369495,   48.333,   12.000, 3700,  73.223,3555.344, 987.596,  56.484,2748.566, 763.491, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:15:927, 3897574033345441,   48.441,   15.000, 3700,  72.735,3563.236, 989.788,  56.052,2754.647, 765.180, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:039, 3897574425177279,   48.553,   17.000, 3700,  81.304,3572.332, 992.314,  64.391,2761.852, 767.181, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:147, 3897574803028487,   48.661,   15.000, 3700,  79.211,3580.878, 994.688,  62.381,2768.582, 769.051, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:260, 3897575198447021,   48.774,   14.000, 3700,  78.385,3589.728, 997.147,  61.763,2775.555, 770.988, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:387, 3897575644289744,   48.901,   20.000, 3700,  78.427,3599.712, 999.920,  61.733,2783.414, 773.171, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:475, 3897575953536433,   48.989,   14.000, 3700,  78.128,3606.611,1001.836,  61.439,2788.839, 774.678, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:584, 3897576334847716,   49.098,   17.000, 3700,  80.816,3615.410,1004.281,  64.085,2795.817, 776.616, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:695, 3897576723278756,   49.209,   14.000, 3700,  79.127,3624.186,1006.718,  62.361,2802.733, 778.537, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:804, 3897577104606523,   49.318,   13.000, 3700,  76.236,3632.487,1009.024,  59.515,2809.213, 780.337, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:16:912, 3897577482463348,   49.426,   13.000, 3700,  77.253,3640.822,1011.339,  60.672,2815.759, 782.155, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:022, 3897577867406485,   49.536,   13.000, 3700,  73.931,3648.948,1013.597,  57.146,2822.040, 783.900, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:134, 3897578259306639,   49.648,   14.000, 3700,  78.007,3657.677,1016.021,  61.220,2828.891, 785.803, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:241, 3897578633684952,   49.755,   22.000, 3700,  83.873,3666.643,1018.512,  67.012,2836.055, 787.793, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:350, 3897579017200475,   49.864,   22.000, 3700,  85.347,3675.989,1021.108,  68.196,2843.523, 789.867, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:460, 3897579402157175,   49.974,   21.000, 3700,  83.992,3685.221,1023.673,  67.114,2850.900, 791.917, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:571, 3897579790437919,   50.085,   22.000, 3700,  84.091,3694.544,1026.262,  67.183,2858.348, 793.986, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:679, 3897580168245496,   50.193,   16.000, 3700,  79.978,3703.172,1028.659,  63.116,2865.157, 795.877, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:788, 3897580549643293,   50.302,   14.000, 3700,  78.474,3711.718,1031.033,  61.847,2871.892, 797.748, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:17:900, 3897580941504312,   50.414,   14.000, 3700,  78.568,3720.509,1033.475,  61.770,2878.804, 799.668, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:007, 3897581316529668,   50.521,   14.000, 3700,  75.645,3728.609,1035.725,  58.896,2885.110, 801.420, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:119, 3897581708379975,   50.633,   19.000, 3700,  82.491,3737.839,1038.289,  65.535,2892.443, 803.456, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:226, 3897582083499536,   50.740,   15.000, 3700,  79.396,3746.343,1040.651,  62.736,2899.162, 805.323, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:336, 3897582468401411,   50.850,   14.000, 3700,  78.525,3754.973,1043.048,  61.733,2905.947, 807.208, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:445, 3897582851820206,   50.959,   37.000, 3700,  88.525,3764.665,1045.740,  71.749,2913.802, 809.390, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:556, 3897583240293560,   51.070,   33.000, 3700,  90.880,3774.746,1048.540,  74.095,2922.021, 811.673, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:662, 3897583611824884,   51.176,   21.000, 3700,  84.587,3783.719,1051.033,  67.682,2929.201, 813.667, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:775, 3897584009053790,   51.290,   14.000, 3700,  77.351,3792.493,1053.470,  60.634,2936.078, 815.577, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:880, 3897584376729603,   51.395,   14.000, 3700,  78.600,3800.744,1055.762,  61.833,2942.570, 817.381, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:18:990, 3897584761325846,   51.504,   15.000, 3700,  77.630,3809.269,1058.130,  60.941,2949.262, 819.239, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:102, 3897585153182957,   51.616,   17.000, 3700,  80.943,3818.326,1060.646,  64.055,2956.429, 821.230, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:209, 3897585527558714,   51.723,   17.000, 3700,  81.581,3827.047,1063.069,  64.683,2963.344, 823.151, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:319, 3897585912234889,   51.833,   16.000, 3700,  78.449,3835.663,1065.462,  61.740,2970.125, 825.035, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:430, 3897586300584580,   51.944,   19.000, 3700,  79.962,3844.530,1067.925,  63.075,2977.119, 826.978, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:536, 3897586674369267,   52.051,   19.000, 3700,  80.480,3853.120,1070.311,  63.801,2983.929, 828.869, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:649, 3897587067680529,   52.163,   15.000, 3700,  80.060,3862.111,1072.809,  63.144,2991.020, 830.839, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:758, 3897587448930477,   52.272,   13.000, 3700,  76.700,3870.461,1075.128,  60.134,2997.566, 832.657, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:866, 3897587826816952,   52.380,   14.000, 3700,  78.552,3878.936,1077.482,  61.803,3004.235, 834.510, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:19:978, 3897588221577323,   52.492,   14.000, 3700,  78.586,3887.794,1079.943,  61.936,3011.216, 836.449, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:084, 3897588592935381,   52.598,   15.000, 3700,  79.388,3896.212,1082.281,  62.658,3017.860, 838.294, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:197, 3897588986211859,   52.711,   13.000, 3700,  77.808,3904.950,1084.708,  61.097,3024.721, 840.200, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:304, 3897589360625500,   52.818,   13.000, 3700,  75.290,3912.999,1086.944,  58.571,3030.983, 841.940, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:412, 3897589741392452,   52.926,   19.000, 3700,  75.538,3921.212,1089.225,  58.849,3037.381, 843.717, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:524, 3897590134013192,   53.038,   21.000, 3700,  82.609,3930.473,1091.798,  65.780,3044.755, 845.765, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:632, 3897590511764936,   53.146,   25.000, 3700,  87.960,3939.960,1094.433,  70.795,3052.391, 847.886, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:740, 3897590889741191,   53.254,   22.000, 3700,  84.548,3949.085,1096.968,  67.469,3059.673, 849.909, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:853, 3897591286682476,   53.368,   34.000, 3700,  88.412,3959.106,1099.752,  71.234,3067.747, 852.152, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:20:958, 3897591653982459,   53.472,   26.000, 3700,  86.570,3968.185,1102.274,  69.416,3075.027, 854.174, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:069, 3897592042319466,   53.583,   20.000, 3700,  84.543,3977.559,1104.878,  67.514,3082.513, 856.254, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:179, 3897592425153765,   53.693,   17.000, 3700,  82.206,3986.546,1107.374,  65.332,3089.655, 858.237, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:290, 3897592815670148,   53.804,   14.000, 3700,  76.344,3995.058,1109.738,  59.654,3096.306, 860.085, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:400, 3897593201595089,   53.914,   20.000, 3700,  77.911,4003.644,1112.123,  61.110,3103.040, 861.956, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:510, 3897593584553930,   54.024,   17.000, 3700,  79.200,4012.304,1114.529,  62.312,3109.854, 863.848, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:617, 3897593962474695,   54.132,   16.000, 3700,  78.889,4020.817,1116.894,  62.232,3116.570, 865.714, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:725, 3897594340551317,   54.240,   11.000, 3800,  70.569,4028.435,1119.010,  53.871,3122.385, 867.329, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:836, 3897594728965330,   54.350,   11.000, 3800,  67.931,4035.969,1121.103,  51.382,3128.084, 868.912, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:21:946, 3897595113568876,   54.460,   12.000, 3700,  70.715,4043.735,1123.260,  53.961,3134.010, 870.558, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:055, 3897595495013887,   54.569,   11.000, 3700,  69.235,4051.276,1125.354,  52.547,3139.733, 872.148, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:163, 3897595873736327,   54.677,   19.000, 3700,  80.779,4060.011,1127.781,  63.844,3146.637, 874.066, 47,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:275, 3897596265504766,   54.789,   13.000, 3700,  75.145,4068.417,1130.116,  58.519,3153.183, 875.884, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:387, 3897596659370082,   54.902,   19.000, 3700,  74.554,4076.802,1132.445,  57.690,3159.671, 877.686, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:490, 3897597017837069,   55.004,   13.000, 3700,  71.707,4084.141,1134.484,  55.054,3165.306, 879.252, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:601, 3897597407564388,   55.115,   20.000, 3700,  80.414,4093.090,1136.969,  63.605,3172.384, 881.218, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:713, 3897597799860329,   55.227,   12.000, 3700,  70.952,4101.038,1139.177,  54.245,3178.460, 882.906, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:819, 3897598171867380,   55.334,   12.000, 3700,  69.084,4108.376,1141.215,  52.424,3184.029, 884.452, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:22:927, 3897598551921976,   55.442,   12.000, 3800,  69.200,4115.885,1143.301,  52.598,3189.737, 886.038, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:040, 3897598945545081,   55.554,   12.000, 3700,  70.904,4123.854,1145.515,  54.262,3195.836, 887.732, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:149, 3897599327316602,   55.663,   14.000, 3700,  76.732,4132.219,1147.839,  59.971,3202.373, 889.548, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:257, 3897599705594905,   55.771,   12.000, 3800,  72.123,4140.009,1150.003,  55.402,3208.357, 891.210, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:390, 3897600171162572,   55.904,   20.000, 3700,  70.793,4149.420,1152.617,  54.193,3215.561, 893.211, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:474, 3897600468006181,   55.989,   12.000, 3800,  70.662,4155.409,1154.280,  53.931,3220.132, 894.481, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:587, 3897600862900313,   56.102,   17.000, 3700,  77.585,4164.157,1156.710,  60.938,3227.004, 896.390, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:694, 3897601235631474,   56.208,   13.000, 3700,  74.500,4172.086,1158.913,  57.836,3233.159, 898.100, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:802, 3897601614144686,   56.316,   13.000, 3700,  70.872,4179.746,1161.041,  54.163,3239.013, 899.726, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:23:912, 3897601998024726,   56.426,   14.000, 3800,  72.633,4187.708,1163.252,  55.834,3245.133, 901.426, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:022, 3897602382547909,   56.536,   12.000, 3700,  69.607,4195.350,1165.375,  53.024,3250.955, 903.043, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:131, 3897602765097756,   56.645,   13.000, 3800,  74.313,4203.467,1167.630,  57.606,3257.247, 904.791, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:242, 3897603155204865,   56.756,   11.000, 3800,  68.279,4211.073,1169.742,  51.652,3263.001, 906.389, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:350, 3897603531187899,   56.864,   11.000, 3700,  68.562,4218.434,1171.787,  51.790,3268.561, 907.934, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:462, 3897603926152219,   56.977,   13.000, 3700,  71.723,4226.522,1174.034,  55.120,3274.777, 909.660, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:569, 3897604300984093,   57.084,   20.000, 3700,  78.628,4234.938,1176.372,  61.867,3281.398, 911.500, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:680, 3897604688757278,   57.194,   24.000, 3700,  86.140,4244.475,1179.021,  69.389,3289.081, 913.634, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:787, 3897605063305466,   57.301,   26.000, 3700,  87.166,4253.797,1181.610,  70.210,3296.590, 915.719, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:24:896, 3897605444598642,   57.410,   22.000, 3700,  82.959,4262.829,1184.119,  66.081,3303.784, 917.718, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:008, 3897605836434169,   57.522,   13.000, 3700,  71.310,4270.808,1186.335,  54.569,3309.890, 919.414, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:117, 3897606217765501,   57.631,   15.000, 3700,  77.116,4279.204,1188.668,  60.390,3316.465, 921.240, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:225, 3897606595851867,   57.739,   11.000, 3700,  71.063,4286.876,1190.799,  54.356,3322.333, 922.870, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:336, 3897606984066113,   57.850,   11.000, 3700,  67.305,4294.337,1192.871,  50.757,3327.960, 924.433, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:445, 3897607366296604,   57.959,   13.000, 3700,  71.100,4302.097,1195.027,  54.397,3333.897, 926.082, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:556, 3897607754494786,   58.070,   15.000, 3700,  73.632,4310.258,1197.294,  56.889,3340.203, 927.834, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:664, 3897608132839053,   58.178,   13.000, 3800,  76.314,4318.503,1199.584,  59.596,3346.641, 929.622, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:773, 3897608516076592,   58.287,   11.000, 3700,  68.663,4326.016,1201.671,  52.057,3352.337, 931.205, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:881, 3897608894428921,   58.395,   12.000, 3800,  70.075,4333.587,1203.774,  53.371,3358.103, 932.806, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:25:990, 3897609275358081,   58.504,   14.000, 3700,  74.852,4341.728,1206.036,  58.068,3364.419, 934.561, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:104, 3897609674207980,   58.618,   13.000, 3700,  75.827,4350.364,1208.434,  59.213,3371.163, 936.434, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:213, 3897610055860723,   58.727,   12.000, 3800,  69.246,4357.910,1210.531,  52.546,3376.889, 938.025, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:319, 3897610426650881,   58.833,   11.000, 3700,  68.461,4365.158,1212.544,  51.922,3382.386, 939.552, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:427, 3897610806252723,   58.941,   32.000, 3700,  88.307,4374.730,1215.203,  71.402,3390.125, 941.702, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:537, 3897611191474223,   59.051,   33.000, 3700,  87.875,4384.396,1217.888,  71.258,3397.963, 943.879, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:647, 3897611576223439,   59.161,   16.000, 3700,  79.033,4393.078,1220.300,  62.272,3404.805, 945.779, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:759, 3897611970139405,   59.273,   12.000, 3800,  69.583,4400.905,1222.474,  52.955,3410.761, 947.434, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:866, 3897612344129788,   59.380,   13.000, 3800,  75.339,4408.950,1224.708,  58.533,3417.011, 949.170, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:26:977, 3897612734675065,   59.492,   12.000, 3700,  70.096,4416.767,1226.880,  53.455,3422.972, 950.826, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:087, 3897613117539842,   59.601,   15.000, 3700,  77.186,4425.205,1229.224,  60.415,3429.577, 952.660, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:195, 3897613495529794,   59.709,   12.000, 3800,  72.697,4433.051,1231.403,  55.963,3435.617, 954.338, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:305, 3897613882182683,   59.819,   12.000, 3800,  69.065,4440.676,1233.521,  52.427,3441.405, 955.946, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:413, 3897614258262783,   59.927,   15.000, 3800,  70.587,4448.256,1235.627,  53.920,3447.195, 957.554, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:521, 3897614640361052,   60.036,   15.000, 3700,  72.944,4456.214,1237.837,  56.253,3453.333, 959.259, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:635, 3897615038066881,   60.149,   13.000, 3800,  74.069,4464.626,1240.174,  57.429,3459.854, 961.071, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:740, 3897615403663641,   60.254,   12.000, 3700,  69.040,4471.833,1242.176,  52.256,3465.309, 962.586, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:851, 3897615796651643,   60.366,   11.000, 3800,  68.939,4479.569,1244.325,  52.287,3471.176, 964.216, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:27:963, 3897616184212695,   60.477,   12.000, 3800,  69.345,4487.242,1246.456,  52.742,3477.013, 965.837, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:072, 3897616568621064,   60.586,   12.000, 3800,  71.367,4495.076,1248.632,  54.615,3483.008, 967.502, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:180, 3897616948048880,   60.695,   13.000, 3800,  73.634,4503.053,1250.848,  56.935,3489.176, 969.216, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:290, 3897617333041766,   60.805,   12.000, 3800,  68.762,4510.612,1252.948,  52.214,3494.916, 970.810, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:398, 3897617708810659,   60.912,   16.000, 3700,  71.357,4518.269,1255.075,  54.534,3500.767, 972.435, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:507, 3897618090809824,   61.021,   14.000, 3700,  71.131,4526.027,1257.230,  54.584,3506.721, 974.089, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:615, 3897618468139138,   61.129,   14.000, 3700,  77.036,4534.327,1259.535,  60.251,3513.212, 975.892, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:728, 3897618864136387,   61.242,   12.000, 4000,  71.338,4542.393,1261.776,  54.655,3519.392, 977.609, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:835, 3897619237993794,   61.349,   11.000, 3700,  68.308,4549.685,1263.801,  51.736,3524.915, 979.143, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:28:947, 3897619631417858,   61.461,   19.000, 3700,  75.404,4558.156,1266.154,  58.728,3531.512, 980.976, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:058, 3897620020853708,   61.572,   28.000, 3700,  85.576,4567.672,1268.798,  68.857,3539.169, 983.103, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:164, 3897620390647759,   61.678,   26.000, 3700,  85.428,4576.692,1271.303,  68.574,3546.410, 985.114, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:276, 3897620782974625,   61.790,   11.000, 3800,  68.398,4584.354,1273.432,  51.869,3552.220, 986.728, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:389, 3897621182926839,   61.904,   19.000, 3700,  71.626,4592.534,1275.704,  54.931,3558.493, 988.470, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:493, 3897621545571655,   62.008,   12.000, 3700,  69.153,4599.694,1277.693,  52.402,3563.920, 989.978, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:600, 3897621919716744,   62.114,   15.000, 3700,  75.204,4607.728,1279.925,  58.585,3570.178, 991.716, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:710, 3897622304662150,   62.224,   12.000, 3800,  71.256,4615.561,1282.100,  54.545,3576.174, 993.382, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:821, 3897622691276866,   62.335,   12.000, 3700,  67.400,4623.001,1284.167,  50.775,3581.779, 994.939, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:29:929, 3897623072922282,   62.444,   12.000, 3800,  71.612,4630.805,1286.335,  54.897,3587.761, 996.600, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:037, 3897623449873364,   62.551,   12.000, 3800,  70.778,4638.423,1288.451,  54.169,3593.591, 998.220, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:146, 3897623831239168,   62.660,   13.000, 3800,  72.963,4646.368,1290.658,  56.210,3599.712, 999.920, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:258, 3897624222964175,   62.772,   11.000, 3700,  67.900,4653.963,1292.767,  51.207,3605.440,1001.511, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:388, 3897624677675682,   62.902,   20.000, 3700,  71.153,4663.201,1295.334,  54.530,3612.520,1003.478, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:476, 3897624986054117,   62.990,   12.000, 3700,  70.614,4669.419,1297.061,  53.915,3617.267,1004.796, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:584, 3897625365795090,   63.098,   16.000, 3700,  76.677,4677.733,1299.370,  60.007,3623.774,1006.604, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:694, 3897625750549374,   63.208,   13.000, 3700,  77.175,4686.212,1301.725,  60.420,3630.411,1008.448, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:804, 3897626135524057,   63.318,   12.000, 3700,  68.716,4693.765,1303.824,  52.161,3636.145,1010.040, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:30:912, 3897626513479510,   63.426,   12.000, 3800,  69.222,4701.235,1305.899,  52.512,3641.812,1011.615, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:021, 3897626896439911,   63.535,   12.000, 3700,  69.797,4708.868,1308.019,  53.144,3647.623,1013.229, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:134, 3897627290316384,   63.648,   14.000, 3700,  74.840,4717.284,1310.357,  58.008,3654.147,1015.041, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:240, 3897627662864200,   63.754,   12.000, 3800,  69.614,4724.690,1312.414,  52.983,3659.783,1016.607, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:353, 3897628058743469,   63.867,   11.000, 3800,  67.798,4732.354,1314.543,  51.270,3665.579,1018.216, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:462, 3897628440261283,   63.976,   15.000, 3700,  72.941,4740.300,1316.750,  56.205,3671.702,1019.917, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:570, 3897628817873972,   64.084,   35.000, 3700,  91.795,4750.197,1319.499,  74.983,3679.787,1022.163, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:682, 3897629209586421,   64.196,   28.000, 3700,  85.337,4759.742,1322.150,  68.719,3687.473,1024.298, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:787, 3897629579410991,   64.302,   31.000, 3700,  88.157,4769.051,1324.736,  71.359,3695.008,1026.391, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:07:31:898, 3897629965354412,   64.412,   28.000, 3700,  85.467,4778.469,1327.353,  68.761,3702.586,1028.496, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
