System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
12:06:27:584, 3897404725690190,    0.098,   18.000, 3700,  79.267,   7.751,   2.153,  62.505,   6.112,   1.698, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:27:696, 3897405117536004,    0.210,   13.000, 3700,  75.051,  16.148,   4.486,  58.310,  12.636,   3.510, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:27:806, 3897405505798459,    0.321,   13.000, 3700,  75.250,  24.491,   6.803,  58.681,  19.141,   5.317, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:27:915, 3897405885606405,    0.429,   37.000, 3700,  85.798,  33.795,   9.388,  68.763,  26.599,   7.389, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:022, 3897406259654586,    0.536,   23.000, 3700,  85.086,  42.883,  11.912,  67.800,  33.840,   9.400, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:131, 3897406641198830,    0.645,   14.000, 3700,  77.116,  51.284,  14.246,  60.364,  40.416,  11.227, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:243, 3897407038726532,    0.758,   13.000, 3700,  72.045,  59.462,  16.517,  55.411,  46.706,  12.974, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:350, 3897407411005140,    0.865,   12.000, 3700,  71.048,  67.014,  18.615,  54.399,  52.488,  14.580, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:458, 3897407788635684,    0.972,   14.000, 3700,  75.343,  75.138,  20.872,  58.601,  58.807,  16.335, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:568, 3897408175773882,    1.083,   22.000, 3700,  79.372,  83.912,  23.309,  62.715,  65.740,  18.261, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:677, 3897408554955835,    1.191,   28.000, 3700,  86.222,  93.247,  25.902,  69.508,  73.265,  20.351, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:791, 3897408954021708,    1.305,   25.000, 3700,  81.453, 102.529,  28.480,  64.740,  80.642,  22.401, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:28:900, 3897409335195264,    1.414,   12.000, 3700,  69.563, 110.100,  30.583,  52.997,  86.410,  24.003, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:006, 3897409706358443,    1.520,   11.000, 3800,  68.643, 117.375,  32.604,  51.968,  91.918,  25.533, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:115, 3897410087444137,    1.629,   13.000, 3700,  70.526, 125.049,  34.736,  53.777,  97.770,  27.158, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:227, 3897410480716214,    1.741,   13.000, 3700,  74.083, 133.368,  37.047,  57.431, 104.219,  28.950, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:334, 3897410857254008,    1.849,   15.000, 3700,  76.565, 141.600,  39.333,  59.902, 110.659,  30.739, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:445, 3897411245555285,    1.959,   14.000, 3700,  77.128, 150.151,  41.709,  60.387, 117.355,  32.598, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:556, 3897411636131930,    2.071,   14.000, 3800,  71.410, 158.115,  43.921,  54.804, 123.467,  34.296, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:666, 3897412017836949,    2.180,   12.000, 3800,  70.243, 165.771,  46.047,  53.546, 129.302,  35.917, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:776, 3897412402358160,    2.290,   11.000, 3700,  67.597, 173.192,  48.109,  51.047, 134.907,  37.474, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:882, 3897412773366001,    2.396,   12.000, 3700,  69.343, 180.538,  50.150,  52.650, 140.485,  39.024, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:29:991, 3897413158107221,    2.506,   13.000, 3700,  75.520, 188.835,  52.454,  58.774, 146.941,  40.817, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:099, 3897413534791199,    2.613,   15.000, 3700,  74.386, 196.836,  54.677,  57.748, 153.153,  42.542, 47,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:211, 3897413926839239,    2.725,   31.000, 3700,  87.783, 206.662,  57.406,  71.016, 161.103,  44.751, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:318, 3897414300755700,    2.832,   27.000, 3700,  83.866, 215.616,  59.893,  67.282, 168.286,  46.746, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:431, 3897414698430630,    2.945,   14.000, 3700,  71.456, 223.730,  62.147,  54.821, 174.511,  48.475, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:537, 3897415067205434,    3.051,   14.000, 3700,  73.489, 231.469,  64.297,  56.704, 180.482,  50.134, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:646, 3897415452087194,    3.161,   13.000, 3700,  72.668, 239.455,  66.515,  56.093, 186.646,  51.846, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:758, 3897415844054329,    3.272,   11.000, 3800,  68.371, 247.107,  68.641,  51.688, 192.431,  53.453, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:866, 3897416220709454,    3.380,   11.000, 3800,  67.337, 254.349,  70.652,  50.743, 197.888,  54.969, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:30:975, 3897416602165575,    3.489,   12.000, 3800,  68.816, 261.844,  72.734,  52.122, 203.565,  56.546, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:084, 3897416983358394,    3.598,   13.000, 3700,  71.644, 269.642,  74.901,  54.932, 209.544,  58.207, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:195, 3897417371900915,    3.709,   12.000, 3800,  69.818, 277.388,  77.052,  53.249, 215.452,  59.848, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:302, 3897417749748413,    3.817,   12.000, 3800,  68.824, 284.813,  79.115,  52.132, 221.077,  61.410, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:415, 3897418144068378,    3.929,   14.000, 3700,  70.756, 292.780,  81.328,  54.149, 227.173,  63.104, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:521, 3897418515153685,    4.035,   14.000, 3700,  71.405, 300.346,  83.429,  54.730, 232.972,  64.715, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:634, 3897418910483020,    4.148,   12.000, 3800,  73.186, 308.607,  85.724,  56.474, 239.347,  66.485, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:744, 3897419295344258,    4.258,   11.000, 3700,  69.836, 316.281,  87.856,  53.294, 245.204,  68.112, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:850, 3897419666324158,    4.364,   11.000, 3700,  68.354, 323.522,  89.867,  51.682, 250.678,  69.633, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:31:962, 3897420058269422,    4.476,   12.000, 3800,  68.973, 331.241,  92.011,  52.284, 256.530,  71.258, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:069, 3897420436343669,    4.584,   12.000, 3800,  67.450, 338.523,  94.034,  50.934, 262.028,  72.786, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:181, 3897420828025527,    4.696,   13.000, 3700,  72.527, 346.634,  96.287,  55.794, 268.268,  74.519, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:290, 3897421207568345,    4.804,   12.000, 3800,  69.107, 354.123,  98.368,  52.495, 273.957,  76.099, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:401, 3897421595763371,    4.915,   16.000, 3700,  71.033, 361.997, 100.555,  54.308, 279.977,  77.771, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:510, 3897421977295469,    5.024,   13.000, 3700,  71.409, 369.776, 102.716,  54.730, 285.939,  79.428, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:615, 3897422347943587,    5.130,   14.000, 3700,  74.758, 377.688, 104.913,  58.183, 292.097,  81.138, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:725, 3897422733496093,    5.240,   11.000, 3700,  72.174, 385.634, 107.120,  55.508, 298.208,  82.836, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:835, 3897423116970497,    5.349,   11.000, 3700,  67.317, 393.004, 109.168,  50.736, 303.763,  84.379, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:32:943, 3897423494930057,    5.457,   12.000, 3800,  70.249, 400.586, 111.274,  53.564, 309.544,  85.984, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:056, 3897423890118604,    5.570,   12.000, 3700,  70.051, 408.490, 113.470,  53.367, 315.566,  87.657, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:164, 3897424268188422,    5.678,   12.000, 3800,  72.108, 416.275, 115.632,  55.542, 321.562,  89.323, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:272, 3897424645863443,    5.786,   12.000, 3700,  68.738, 423.687, 117.691,  52.048, 327.174,  90.882, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:391, 3897425068466390,    5.906,   19.000, 3700,  69.674, 432.095, 120.026,  53.064, 333.578,  92.660, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:494, 3897425426269614,    6.009,   12.000, 3700,  68.845, 439.128, 121.980,  52.203, 338.911,  94.142, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:603, 3897425805844052,    6.117,   14.000, 3700,  72.298, 446.964, 124.157,  55.662, 344.944,  95.818, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:711, 3897426184116124,    6.225,   12.000, 3800,  69.920, 454.516, 126.255,  53.245, 350.695,  97.415, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:821, 3897426568929658,    6.335,   11.000, 3800,  68.507, 462.044, 128.345,  51.825, 356.389,  98.997, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:33:928, 3897426943002754,    6.442,   12.000, 3700,  70.255, 469.548, 130.430,  53.543, 362.108, 100.586, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:037, 3897427327908649,    6.552,   12.000, 3700,  68.685, 477.097, 132.527,  52.132, 367.838, 102.177, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:146, 3897427707732828,    6.660,   13.000, 3700,  74.017, 485.124, 134.757,  57.358, 374.058, 103.905, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:260, 3897428106687040,    6.774,   13.000, 3800,  70.351, 493.138, 136.983,  53.663, 380.171, 105.603, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:384, 3897428542706112,    6.898,   17.000, 3700,  71.064, 501.985, 139.440,  54.451, 386.950, 107.486, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:479, 3897428873661604,    6.993,   12.000, 3800,  68.980, 508.504, 141.251,  52.387, 391.901, 108.861, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:583, 3897429240286430,    7.098,   15.000, 3700,  74.583, 516.312, 143.420,  57.852, 397.957, 110.544, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:696, 3897429634227566,    7.210,   12.000, 3700,  72.337, 524.449, 145.680,  55.710, 404.224, 112.284, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:806, 3897430019091914,    7.320,   11.000, 3700,  68.105, 531.933, 147.759,  51.423, 409.875, 113.854, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:34:912, 3897430391516478,    7.426,   13.000, 3800,  71.543, 539.541, 149.872,  54.908, 415.714, 115.476, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:022, 3897430774611434,    7.536,   12.000, 3700,  73.516, 547.582, 152.106,  56.911, 421.939, 117.205, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:130, 3897431156184423,    7.645,   13.000, 3800,  71.845, 555.410, 154.281,  55.135, 427.946, 118.874, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:244, 3897431555011278,    7.759,   11.000, 3700,  70.137, 563.397, 156.499,  53.450, 434.033, 120.565, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:350, 3897431924191271,    7.864,   12.000, 3700,  72.783, 571.070, 158.630,  56.167, 439.954, 122.209, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:462, 3897432316039534,    7.976,   14.000, 3700,  75.473, 579.514, 160.976,  58.888, 446.543, 124.040, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:568, 3897432687491213,    8.082,   15.000, 3800,  72.967, 587.253, 163.126,  56.300, 452.514, 125.698, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:682, 3897433085784234,    8.196,   13.000, 3700,  76.250, 595.925, 165.535,  59.491, 459.280, 127.578, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:788, 3897433462056983,    8.303,   12.000, 3800,  72.362, 603.699, 167.694,  55.749, 465.269, 129.241, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:35:896, 3897433838886032,    8.411,   12.000, 3700,  70.542, 611.289, 169.803,  53.948, 471.074, 130.854, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:007, 3897434225664683,    8.521,   11.000, 3800,  70.901, 619.120, 171.978,  54.145, 477.054, 132.515, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:119, 3897434617461382,    8.633,   13.000, 3700,  70.458, 627.002, 174.167,  53.871, 483.080, 134.189, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:226, 3897434992176927,    8.740,   13.000, 3800,  70.752, 634.572, 176.270,  54.066, 488.865, 135.796, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:335, 3897435374954894,    8.849,   11.000, 3800,  68.665, 642.077, 178.355,  52.040, 494.553, 137.376, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:444, 3897435757918705,    8.959,   36.000, 3700,  85.010, 651.373, 180.937,  68.286, 502.020, 139.450, 47,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:554, 3897436142909828,    9.069,   29.000, 3700,  87.718, 661.015, 183.615,  70.987, 509.823, 141.618, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:666, 3897436533460771,    9.180,   17.000, 3700,  77.762, 669.687, 186.024,  61.104, 516.637, 143.510, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:774, 3897436913397434,    9.289,   11.000, 3800,  67.945, 677.058, 188.072,  51.339, 522.207, 145.057, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:882, 3897437291312343,    9.396,   12.000, 3800,  69.664, 684.575, 190.160,  52.956, 527.921, 146.645, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:36:992, 3897437674286354,    9.506,   12.000, 3800,  69.612, 692.188, 192.274,  52.978, 533.715, 148.254, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:100, 3897438055410697,    9.615,   13.000, 3700,  71.578, 699.977, 194.438,  54.835, 539.682, 149.912, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:211, 3897438444027611,    9.726,   14.000, 3700,  75.303, 708.333, 196.759,  58.518, 546.175, 151.715, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:321, 3897438827487385,    9.835,   11.000, 3700,  68.556, 715.839, 198.844,  51.958, 551.864, 153.296, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:430, 3897439208732542,    9.944,   14.000, 3700,  71.046, 723.573, 200.993,  54.467, 557.794, 154.943, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:537, 3897439583401755,   10.051,   15.000, 3800,  73.215, 731.406, 203.168,  56.531, 563.841, 156.623, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:649, 3897439976903224,   10.163,   13.000, 3800,  71.690, 739.461, 205.406,  55.033, 570.025, 158.340, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:756, 3897440352947104,   10.271,   11.000, 3700,  67.929, 746.755, 207.432,  51.325, 575.536, 159.871, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:867, 3897440743377960,   10.382,   11.000, 3800,  69.184, 754.467, 209.574,  52.440, 581.382, 161.495, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:37:975, 3897441118049144,   10.489,   12.000, 3800,  69.363, 761.888, 211.636,  52.826, 587.033, 163.065, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:088, 3897441513204861,   10.602,   12.000, 3700,  69.613, 769.743, 213.817,  52.890, 593.001, 164.722, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:197, 3897441894598498,   10.711,   12.000, 3700,  71.528, 777.532, 215.981,  54.829, 598.972, 166.381, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:303, 3897442265818358,   10.817,   13.000, 3800,  68.953, 784.841, 218.011,  52.442, 604.531, 167.925, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:412, 3897442650221540,   10.927,   15.000, 3700,  71.049, 792.639, 220.178,  54.323, 610.493, 169.581, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:522, 3897443033688529,   11.036,   14.000, 3700,  72.555, 800.584, 222.384,  55.970, 616.621, 171.284, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:631, 3897443414804769,   11.145,   13.000, 3700,  72.517, 808.475, 224.576,  55.802, 622.694, 172.971, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:740, 3897443796176759,   11.254,   19.000, 3700,  76.321, 816.786, 226.885,  59.600, 629.184, 174.773, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:851, 3897444186888126,   11.365,   28.000, 3700,  85.562, 826.331, 229.537,  68.927, 636.874, 176.909, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:38:959, 3897444566353039,   11.474,   24.000, 3800,  81.506, 835.163, 231.990,  64.827, 643.898, 178.860, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:068, 3897444947838421,   11.583,   12.000, 3800,  68.867, 842.664, 234.073,  52.175, 649.581, 180.439, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:179, 3897445335817386,   11.693,   12.000, 3700,  70.364, 850.459, 236.239,  53.763, 655.537, 182.094, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:290, 3897445724757316,   11.804,   26.000, 3800,  81.154, 859.472, 238.742,  64.450, 662.695, 184.082, 47,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:400, 3897446109597517,   11.914,   32.000, 3700,  87.199, 869.054, 241.404,  70.441, 670.435, 186.232, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:509, 3897446491470741,   12.023,   20.000, 3800,  75.487, 877.285, 243.690,  58.953, 676.863, 188.018, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:615, 3897446861145090,   12.129,   13.000, 3700,  72.754, 884.964, 245.823,  55.987, 682.773, 189.659, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:725, 3897447246357321,   12.239,   11.000, 3800,  68.838, 892.536, 247.927,  52.174, 688.512, 191.253, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:834, 3897447627765186,   12.348,   11.000, 3800,  68.141, 899.957, 249.988,  51.608, 694.132, 192.814, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:39:948, 3897448028602590,   12.462,   19.000, 3800,  76.951, 908.764, 252.435,  60.020, 701.001, 194.723, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:052, 3897448395502556,   12.567,   14.000, 3800,  71.949, 916.302, 254.528,  55.353, 706.800, 196.333, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:162, 3897448777197935,   12.676,   12.000, 3800,  74.060, 924.373, 256.770,  57.335, 713.049, 198.069, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:271, 3897449160620978,   12.786,   13.000, 3800,  69.864, 932.022, 258.895,  53.267, 718.881, 199.689, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:390, 3897449577396676,   12.905,   20.000, 3700,  71.185, 940.493, 261.248,  54.465, 725.362, 201.490, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:490, 3897449924706463,   13.004,   12.000, 3700,  69.036, 947.340, 263.150,  52.398, 730.559, 202.933, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:599, 3897450309589323,   13.114,   15.000, 3700,  74.086, 955.482, 265.412,  57.370, 736.863, 204.684, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:711, 3897450701667829,   13.226,   11.000, 3700,  70.996, 963.430, 267.619,  54.463, 742.961, 206.378, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:819, 3897451078185108,   13.333,   11.000, 3800,  68.246, 970.767, 269.657,  51.506, 748.498, 207.916, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:40:932, 3897451473384060,   13.446,   18.000, 3700,  79.786, 979.770, 272.158,  63.061, 755.614, 209.893, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:038, 3897451844132495,   13.552,   15.000, 3700,  77.717, 987.997, 274.444,  60.928, 762.064, 211.684, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:147, 3897452225615396,   13.661,   14.000, 3700,  76.802, 996.363, 276.768,  60.055, 768.606, 213.502, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:255, 3897452607191981,   13.770,   11.000, 3800,  68.537,1003.830, 278.842,  52.004, 774.272, 215.075, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:392, 3897453088146856,   13.907,   22.000, 3700,  70.633,1013.530, 281.536,  53.964, 781.683, 217.134, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:476, 3897453379305383,   13.990,   12.000, 3700,  72.400,1019.549, 283.208,  55.731, 786.316, 218.421, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:586, 3897453764045628,   14.100,   15.000, 3700,  75.711,1027.867, 285.519,  58.994, 792.797, 220.221, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:693, 3897454138446869,   14.207,   12.000, 3700,  70.957,1035.452, 287.626,  54.266, 798.598, 221.833, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:803, 3897454525091391,   14.317,   11.000, 3800,  67.849,1042.943, 289.706,  51.254, 804.257, 223.405, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:41:913, 3897454908362404,   14.427,   12.000, 3800,  69.949,1050.598, 291.833,  53.333, 810.093, 225.026, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:025, 3897455303712142,   14.540,   11.000, 3700,  68.135,1058.290, 293.969,  51.464, 815.903, 226.640, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:133, 3897455682044124,   14.648,   13.000, 3700,  71.500,1066.014, 296.115,  54.934, 821.837, 228.288, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:240, 3897456054890043,   14.754,   11.000, 3800,  70.808,1073.552, 298.209,  54.052, 827.592, 229.887, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:350, 3897456439671689,   14.864,   13.000, 3700,  69.067,1081.140, 300.317,  52.532, 833.363, 231.490, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:459, 3897456821044106,   14.973,   13.000, 3800,  70.733,1088.843, 302.456,  54.017, 839.245, 233.124, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:570, 3897457209421269,   15.084,   15.000, 3800,  72.987,1096.937, 304.705,  56.294, 845.488, 234.858, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:681, 3897457601395038,   15.196,   13.000, 3800,  74.378,1105.261, 307.017,  57.787, 851.956, 236.654, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:788, 3897457974186031,   15.302,   12.000, 3700,  70.300,1112.744, 309.096,  53.546, 857.655, 238.238, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:42:897, 3897458355679053,   15.411,   12.000, 3800,  69.550,1120.320, 311.200,  53.020, 863.431, 239.842, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:006, 3897458736860389,   15.520,   11.000, 3700,  68.014,1127.723, 313.256,  51.335, 869.018, 241.394, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:116, 3897459123607599,   15.630,   13.000, 3700,  72.197,1135.696, 315.471,  55.547, 875.152, 243.098, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:229, 3897459517191305,   15.743,   11.000, 3700,  69.329,1143.487, 317.635,  52.709, 881.076, 244.743, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:336, 3897459897223492,   15.851,   11.000, 3800,  68.691,1150.941, 319.706,  51.964, 886.715, 246.310, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:444, 3897460271539803,   15.958,   13.000, 3700,  70.243,1158.449, 321.791,  53.680, 892.452, 247.903, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:553, 3897460653144582,   16.067,   14.000, 3800,  72.119,1166.307, 323.974,  55.447, 898.494, 249.582, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:662, 3897461036256055,   16.176,   12.000, 3800,  72.936,1174.285, 326.190,  56.300, 904.653, 251.292, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:775, 3897461429884173,   16.289,   11.000, 3800,  68.753,1182.013, 328.337,  52.151, 910.514, 252.921, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:883, 3897461807496736,   16.397,   13.000, 3700,  70.469,1189.611, 330.447,  53.752, 916.310, 254.530, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:06:43:993, 3897462196166488,   16.508,   12.000, 3800,  69.757,1197.353, 332.598,  53.060, 922.198, 256.166, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
