System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
11:39:32:916, 3891749851444476,  114.197,   20.000, 3700,  82.801,8922.331,2478.425,  65.996,7009.516,1947.088, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:025, 3891750232870881,  114.305,   21.000, 3700,  82.801,8931.349,2480.930,  66.156,7016.721,1949.089, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:132, 3891750607120816,  114.412,   21.000, 3700,  83.583,8940.280,2483.411,  66.762,7023.855,1951.071, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:244, 3891750999122966,  114.524,   21.000, 3700,  83.297,8949.604,2486.001,  66.485,7031.297,1953.138, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:350, 3891751369866571,  114.630,   35.000, 3700,  91.867,8959.329,2488.702,  75.043,7039.241,1955.345, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:461, 3891751758261798,  114.741,   37.000, 3700,  97.274,8970.117,2491.699,  80.308,7048.147,1957.819, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:569, 3891752136317327,  114.849,   33.000, 3700,  92.171,8980.066,2494.463,  75.236,7056.269,1960.075, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:678, 3891752517570481,  114.958,   21.000, 3700,  85.474,8989.371,2497.048,  68.798,7063.758,1962.155, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:790, 3891752911202762,  115.070,   23.000, 3700,  87.712,8999.230,2499.786,  70.712,7071.706,1964.363, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:33:897, 3891753285905101,  115.177,   21.000, 3700,  83.151,9008.126,2502.257,  66.492,7078.820,1966.339, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:010, 3891753680425772,  115.290,   22.000, 3700,  86.185,9017.835,2504.954,  69.258,7086.622,1968.506, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:116, 3891754051696386,  115.396,   22.000, 3700,  86.484,9027.003,2507.501,  69.619,7094.002,1970.556, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:227, 3891754442226037,  115.507,   21.000, 3700,  84.645,9036.442,2510.123,  67.896,7101.573,1972.659, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:334, 3891754816644091,  115.614,   22.000, 3700,  85.312,9045.563,2512.656,  68.587,7108.906,1974.696, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:445, 3891755204907186,  115.725,   26.000, 3700,  88.366,9055.359,2515.378,  71.389,7116.820,1976.895, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:556, 3891755593337091,  115.836,   25.000, 3700,  89.421,9065.277,2518.132,  72.505,7124.862,1979.128, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:662, 3891755964213441,  115.942,   22.000, 3700,  83.327,9074.101,2520.584,  66.602,7131.915,1981.087, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:776, 3891756363087628,  116.056,   20.000, 3700,  82.799,9083.531,2523.203,  66.003,7139.432,1983.176, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:881, 3891756731013040,  116.161,   23.000, 3700,  85.996,9092.566,2525.713,  69.131,7146.695,1985.193, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:34:992, 3891757124461787,  116.273,   24.000, 3700,  87.588,9102.406,2528.446,  70.767,7154.645,1987.401, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:102, 3891757505711511,  116.382,   25.000, 3700,  87.826,9111.966,2531.102,  70.848,7162.357,1989.544, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:211, 3891757887739758,  116.491,   23.000, 3700,  87.316,9121.491,2533.748,  70.435,7170.041,1991.678, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:319, 3891758264861271,  116.599,   22.000, 3700,  85.914,9130.742,2536.317,  69.149,7177.487,1993.746, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:428, 3891758646345955,  116.708,   24.000, 3700,  87.802,9140.306,2538.974,  70.916,7185.211,1995.892, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:537, 3891759031233929,  116.818,   25.000, 3700,  87.868,9149.963,2541.656,  70.983,7193.012,1998.059, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:648, 3891759421506126,  116.929,   23.000, 3700,  85.821,9159.527,2544.313,  68.990,7200.700,2000.195, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:760, 3891759812808608,  117.041,   22.000, 3700,  85.630,9169.094,2546.971,  68.858,7208.394,2002.332, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:865, 3891760177631027,  117.145,   22.000, 3700,  86.524,9178.107,2549.474,  69.701,7215.655,2004.349, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:35:978, 3891760572965611,  117.258,   22.000, 3700,  86.511,9187.873,2552.187,  69.589,7223.510,2006.531, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:087, 3891760954447874,  117.367,   22.000, 3700,  85.736,9197.212,2554.781,  69.028,7231.029,2008.619, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:194, 3891761334823409,  117.475,   21.000, 3700,  83.567,9206.288,2557.302,  66.710,7238.275,2010.632, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:303, 3891761713624958,  117.584,   21.000, 3700,  83.781,9215.350,2559.819,  67.012,7245.523,2012.645, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:413, 3891762096714501,  117.693,   23.000, 3700,  85.414,9224.693,2562.415,  68.599,7253.027,2014.730, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:524, 3891762485359414,  117.804,   26.000, 3700,  89.516,9234.627,2565.174,  72.566,7261.079,2016.966, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:633, 3891762866444115,  117.913,   20.000, 3700,  83.118,9243.671,2567.686,  66.335,7268.297,2018.972, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:740, 3891763244432252,  118.021,   31.000, 3700,  89.809,9253.364,2570.379,  72.898,7276.165,2021.157, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:852, 3891763637054340,  118.133,   36.000, 3700,  92.824,9263.770,2573.270,  75.978,7284.683,2023.523, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:36:961, 3891764018021715,  118.242,   31.000, 3700,  87.916,9273.334,2575.926,  71.245,7292.433,2025.676, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:069, 3891764393954203,  118.349,   20.000, 3700,  83.789,9282.328,2578.424,  66.827,7299.606,2027.668, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:180, 3891764782404232,  118.460,   23.000, 3700,  85.611,9291.824,2581.062,  68.760,7307.233,2029.787, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:287, 3891765158556222,  118.567,   21.000, 3700,  83.044,9300.743,2583.540,  66.221,7314.346,2031.763, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:397, 3891765543362606,  118.677,   24.000, 3700,  83.291,9309.895,2586.082,  66.533,7321.656,2033.793, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:509, 3891765937205807,  118.790,   21.000, 3700,  83.460,9319.280,2588.689,  66.817,7329.170,2035.881, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:615, 3891766308226027,  118.896,   27.000, 3700,  87.114,9328.509,2591.253,  69.869,7336.572,2037.937, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:729, 3891766705002340,  119.009,   21.000, 3700,  82.229,9337.825,2593.840,  65.571,7344.000,2040.000, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:834, 3891767074812836,  119.114,   23.000, 3700,  84.309,9346.728,2596.313,  67.627,7351.142,2041.984, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:37:947, 3891767472617064,  119.228,   20.000, 3700,  80.901,9355.917,2598.866,  64.050,7358.417,2044.005, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:053, 3891767841300057,  119.333,   20.000, 3700,  80.666,9364.409,2601.225,  63.935,7365.147,2045.874, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:162, 3891768222564732,  119.442,   24.000, 3700,  85.758,9373.745,2603.818,  69.034,7372.663,2047.962, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:271, 3891768603960591,  119.551,   20.000, 3700,  83.824,9382.874,2606.354,  67.030,7379.962,2049.990, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:392, 3891769029644676,  119.673,   27.000, 3700,  83.632,9393.039,2609.177,  66.905,7388.095,2052.248, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:493, 3891769382838578,  119.773,   21.000, 3700,  82.234,9401.332,2611.481,  65.424,7394.693,2054.081, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:601, 3891769759255527,  119.881,   23.000, 3700,  86.359,9410.614,2614.059,  69.619,7402.175,2056.160, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:712, 3891770147593904,  119.992,   21.000, 3700,  85.704,9420.117,2616.699,  68.885,7409.813,2058.282, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:819, 3891770524464688,  120.099,   24.000, 3700,  87.012,9429.481,2619.300,  70.281,7417.376,2060.382, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:38:930, 3891770914341185,  120.211,   24.000, 3700,  85.777,9439.030,2621.953,  68.905,7425.047,2062.513, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:039, 3891771293615008,  120.319,   21.000, 3700,  82.160,9447.927,2624.424,  65.295,7432.118,2064.477, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:148, 3891771675001774,  120.428,   21.000, 3700,  81.678,9456.822,2626.895,  65.052,7439.202,2066.445, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:256, 3891772052844068,  120.536,   22.000, 3700,  86.260,9466.128,2629.480,  69.508,7446.702,2068.528, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:393, 3891772534533936,  120.673,   28.000, 3700,  84.794,9477.791,2632.720,  68.143,7456.074,2071.132, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:477, 3891772828074756,  120.757,   21.000, 3700,  86.675,9485.056,2634.738,  69.905,7461.933,2072.759, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:584, 3891773202329662,  120.864,   26.000, 3700,  89.588,9494.629,2637.397,  72.774,7469.710,2074.919, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:695, 3891773590730689,  120.975,   21.000, 3700,  84.648,9504.017,2640.005,  68.075,7477.260,2077.017, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:807, 3891773982672491,  121.087,   22.000, 3700,  87.246,9513.781,2642.717,  70.440,7485.143,2079.206, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:39:912, 3891774350557348,  121.192,   22.000, 3700,  87.527,9522.975,2645.271,  70.755,7492.575,2081.271, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:023, 3891774738918989,  121.303,   21.000, 3700,  85.285,9532.432,2647.898,  68.687,7500.192,2083.387, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:130, 3891775116363768,  121.411,   21.000, 3700,  85.213,9541.616,2650.449,  68.442,7507.568,2085.436, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:240, 3891775500672561,  121.520,   22.000, 3700,  86.233,9551.079,2653.077,  69.548,7515.200,2087.556, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:353, 3891775896063635,  121.633,   22.000, 3700,  87.126,9560.915,2655.810,  70.365,7523.144,2089.762, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:460, 3891776271944834,  121.741,   23.000, 3700,  87.611,9570.318,2658.422,  70.879,7530.751,2091.875, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:571, 3891776658885053,  121.851,   28.000, 3700,  90.722,9580.342,2661.206,  73.905,7538.917,2094.144, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:679, 3891777038613218,  121.959,   20.000, 3700,  83.966,9589.446,2663.735,  67.131,7546.196,2096.165, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:790, 3891777427611839,  122.071,   20.000, 3700,  81.193,9598.464,2666.240,  64.627,7553.374,2098.159, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:40:896, 3891777798519019,  122.176,   36.000, 3700,  95.646,9608.593,2669.054,  78.597,7561.698,2100.472, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:008, 3891778190180093,  122.288,   32.000, 3700,  94.324,9619.142,2671.984,  77.334,7570.346,2102.874, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:115, 3891778567307224,  122.396,   34.000, 3700,  95.337,9629.408,2674.836,  78.473,7578.797,2105.221, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:227, 3891778956465696,  122.507,   33.000, 3700,  95.298,9639.998,2677.777,  78.328,7587.500,2107.639, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:338, 3891779344903000,  122.618,   26.000, 3700,  89.687,9649.945,2680.540,  72.701,7595.564,2109.879, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:445, 3891779719162758,  122.725,   25.000, 3700,  88.071,9659.357,2683.155,  71.337,7603.187,2111.996, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:552, 3891780096004778,  122.832,   26.000, 3700,  88.880,9668.920,2685.811,  71.996,7610.934,2114.148, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:665, 3891780491435199,  122.945,   22.000, 3700,  86.889,9678.731,2688.536,  70.181,7618.858,2116.349, 55,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:771, 3891780862319833,  123.051,   16.000, 3700,  81.822,9687.396,2690.943,  64.992,7625.741,2118.261, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:882, 3891781250633856,  123.162,   16.000, 3700,  81.471,9696.429,2693.453,  64.706,7632.915,2120.254, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:41:994, 3891781642522619,  123.274,   23.000, 3700,  87.049,9706.170,2696.158,  70.331,7640.785,2122.440, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:100, 3891782013414089,  123.380,   23.000, 3700,  86.618,9715.343,2698.706,  69.747,7648.172,2124.492, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:211, 3891782402100622,  123.491,   19.000, 3700,  85.100,9724.788,2701.330,  68.292,7655.751,2126.597, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:318, 3891782778294271,  123.598,   15.000, 3700,  80.256,9733.409,2703.725,  63.601,7662.583,2128.495, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:431, 3891783173695592,  123.711,   17.000, 3700,  82.923,9742.771,2706.325,  66.144,7670.050,2130.570, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:539, 3891783551575274,  123.819,   19.000, 3700,  82.924,9751.718,2708.811,  66.278,7677.202,2132.556, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:646, 3891783926400339,  123.926,   17.000, 3700,  82.182,9760.514,2711.254,  65.391,7684.200,2134.500, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:758, 3891784317900522,  124.038,   26.000, 3700,  89.487,9770.517,2714.033,  72.549,7692.310,2136.753, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:866, 3891784695683508,  124.146,   15.000, 3700,  80.291,9779.178,2716.438,  63.676,7699.179,2138.661, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:42:976, 3891785082540763,  124.256,   16.000, 3700,  81.971,9788.233,2718.954,  65.086,7706.369,2140.658, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:085, 3891785463828472,  124.365,   20.000, 3700,  84.167,9797.396,2721.499,  67.525,7713.720,2142.700, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:194, 3891785845292447,  124.474,   26.000, 3700,  85.666,9806.727,2724.091,  68.901,7721.225,2144.785, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:304, 3891786230199181,  124.584,   27.000, 3700,  89.576,9816.572,2726.825,  72.639,7729.208,2147.002, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:412, 3891786607991861,  124.692,   34.000, 3700,  94.548,9826.771,2729.659,  77.593,7737.579,2149.327, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:522, 3891786994489005,  124.802,   38.000, 3700,  96.257,9837.394,2732.609,  79.246,7746.324,2151.757, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:633, 3891787384915599,  124.914,   36.000, 3700,  96.432,9848.144,2735.596,  79.114,7755.144,2154.207, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:741, 3891787761136895,  125.021,   24.000, 3700,  87.480,9857.541,2738.206,  70.654,7762.734,2156.315, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:851, 3891788147448437,  125.131,   33.000, 3700,  93.587,9867.865,2741.074,  76.755,7771.200,2158.667, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:43:959, 3891788523803664,  125.239,   31.000, 3700,  93.927,9877.958,2743.877,  77.019,7779.477,2160.966, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:069, 3891788909038279,  125.349,   23.000, 3700,  87.645,9887.599,2746.555,  70.834,7787.268,2163.130, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:180, 3891789298716825,  125.460,   22.000, 3700,  86.672,9897.243,2749.234,  69.923,7795.049,2165.291, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:288, 3891789676632101,  125.568,   22.000, 3700,  86.862,9906.616,2751.838,  70.007,7802.603,2167.390, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:398, 3891790061566551,  125.678,   29.000, 3700,  91.337,9916.655,2754.626,  74.528,7810.794,2169.665, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:507, 3891790442859691,  125.787,   24.000, 3700,  88.087,9926.245,2757.290,  71.269,7818.554,2171.820, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:618, 3891790832263552,  125.898,   33.000, 3700,  95.564,9936.871,2760.242,  78.418,7827.273,2174.242, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:727, 3891791217296880,  126.008,   32.000, 3700,  92.524,9947.043,2763.068,  75.676,7835.593,2176.554, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:836, 3891791597663929,  126.117,   26.000, 3700,  90.895,9956.915,2765.810,  73.432,7843.568,2178.769, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:44:947, 3891791984046642,  126.227,   19.000, 3700,  82.563,9966.024,2768.340,  65.826,7850.830,2180.786, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:053, 3891792356882039,  126.333,   22.000, 3700,  85.943,9975.173,2770.881,  69.257,7858.203,2182.834, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:162, 3891792738532166,  126.442,   27.000, 3700,  88.544,9984.822,2773.562,  71.619,7866.008,2185.002, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:271, 3891793120160476,  126.551,   40.000, 3700,  98.834,9995.592,2776.553,  81.679,7874.908,2187.475, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:388, 3891793530895411,  126.669,   29.000, 3700,  92.297,10006.417,2779.560,  75.371,7883.748,2189.930, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:494, 3891793899815213,  126.774,   19.000, 3700,  83.364,10015.198,2781.999,  66.603,7890.764,2191.879, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:602, 3891794278720541,  126.882,   24.000, 3700,  86.806,10024.590,2784.608,  69.621,7898.296,2193.971, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:712, 3891794663576058,  126.992,   15.000, 3700,  81.048,10033.496,2787.082,  64.308,7905.363,2195.934, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:818, 3891795034587547,  127.098,   14.000, 3700,  79.730,10041.942,2789.428,  63.151,7912.053,2197.792, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:45:931, 3891795429818142,  127.211,   14.000, 3700,  80.549,10051.033,2791.953,  63.814,7919.254,2199.793, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:040, 3891795811305626,  127.320,   15.000, 3700,  80.555,10059.807,2794.391,  63.809,7926.205,2201.724, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:147, 3891796186931857,  127.427,   15.000, 3700,  80.411,10068.432,2796.787,  63.748,7933.042,2203.623, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:259, 3891796578816518,  127.539,   14.000, 3700,  79.112,10077.284,2799.246,  62.525,7940.039,2205.566, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:387, 3891797029310402,  127.668,   21.000, 3700,  83.445,10088.018,2802.227,  66.656,7948.613,2207.948, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:475, 3891797335051739,  127.755,   14.000, 3700,  80.320,10095.030,2804.175,  63.654,7954.170,2209.492, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:585, 3891797723373683,  127.866,   18.000, 3700,  81.682,10104.086,2806.691,  65.076,7961.385,2211.496, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:697, 3891798114335398,  127.977,   14.000, 3700,  80.282,10113.049,2809.180,  63.512,7968.475,2213.465, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:804, 3891798489834459,  128.085,   15.000, 3700,  80.541,10121.684,2811.579,  63.860,7975.322,2215.367, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:46:912, 3891798868067881,  128.193,   15.000, 3700,  81.315,10130.466,2814.018,  64.585,7982.297,2217.305, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:023, 3891799256733450,  128.304,   16.000, 3700,  81.160,10139.473,2816.520,  64.540,7989.460,2219.294, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:135, 3891799648955615,  128.416,   19.000, 3700,  84.157,10148.898,2819.138,  67.386,7997.007,2221.391, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:242, 3891800021189611,  128.522,   23.000, 3700,  89.233,10158.382,2821.773,  72.440,8004.706,2223.529, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:353, 3891800412502853,  128.634,   24.000, 3700,  89.025,10168.329,2824.536,  72.089,8012.761,2225.767, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:463, 3891800797397276,  128.743,   18.000, 3700,  83.962,10177.557,2827.099,  67.144,8020.140,2227.817, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:572, 3891801179295447,  128.853,   18.000, 3700,  83.597,10186.673,2829.631,  66.827,8027.427,2229.841, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:679, 3891801553588618,  128.959,   15.000, 3700,  81.212,10195.352,2832.042,  64.466,8034.317,2231.755, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:791, 3891801945532749,  129.071,   15.000, 3700,  79.914,10204.296,2834.527,  63.176,8041.387,2233.719, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:47:897, 3891802316329028,  129.177,   15.000, 3700,  79.804,10212.745,2836.874,  63.229,8048.082,2235.578, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:008, 3891802704767011,  129.288,   14.000, 3700,  79.877,10221.604,2839.335,  63.137,8055.084,2237.523, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:119, 3891803094308224,  129.399,   15.000, 3700,  80.282,10230.534,2841.815,  63.601,8062.158,2239.488, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:228, 3891803475926767,  129.508,   31.000, 3700,  91.488,10240.503,2844.584,  74.299,8070.254,2241.737, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:335, 3891803850134810,  129.615,   27.000, 3700,  89.083,10250.021,2847.228,  71.999,8077.947,2243.874, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:447, 3891804242004708,  129.727,   23.000, 3700,  85.550,10259.594,2849.887,  68.637,8085.628,2246.008, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:554, 3891804616577297,  129.834,   31.000, 3700,  90.604,10269.284,2852.579,  73.661,8093.506,2248.196, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:662, 3891804994326061,  129.942,   38.000, 3700,  95.574,10279.593,2855.443,  78.295,8101.951,2250.542, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:773, 3891805386770761,  130.054,   61.000, 3800, 106.829,10291.564,2858.768,  89.129,8111.938,2253.316, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:882, 3891805767575602,  130.163,   33.000, 3700,  94.025,10301.788,2861.608,  76.884,8120.298,2255.638, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:48:992, 3891806152700016,  130.273,   42.000, 3700,  99.618,10312.742,2864.651,  82.173,8129.334,2258.148, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:49:101, 3891806532569395,  130.381,   25.000, 3700,  90.768,10322.588,2867.385,  73.788,8137.338,2260.372, 55,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:49:209, 3891806910155126,  130.489,   30.000, 3700,  90.443,10332.339,2870.094,  73.546,8145.267,2262.574, 54,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:39:49:322, 3891807309099086,  130.603,   21.000, 3800,  83.924,10341.899,2872.750,  67.078,8152.908,2264.697, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
