System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
11:37:38:821, 3891350267780752,    0.101,   14.000, 3700,  75.419,   7.637,   2.121,  58.704,   5.944,   1.651, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:38:929, 3891350645576763,    0.209,   12.000, 3700,  70.097,  15.198,   4.222,  53.529,  11.719,   3.255, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:041, 3891351037430538,    0.321,   12.000, 3700,  74.137,  23.493,   6.526,  57.425,  18.144,   5.040, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:147, 3891351408398975,    0.427,   13.000, 3700,  77.428,  31.695,   8.804,  60.702,  24.574,   6.826, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:257, 3891351793347387,    0.537,   13.000, 3700,  76.129,  40.063,  11.129,  59.549,  31.119,   8.644, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:385, 3891352246880739,    0.666,   20.000, 3700,  78.388,  50.214,  13.948,  61.623,  39.099,  10.861, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:476, 3891352562902638,    0.757,   12.000, 3700,  76.108,  57.081,  15.856,  59.445,  44.463,  12.351, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:585, 3891352944351169,    0.866,   13.000, 3700,  73.669,  65.105,  18.085,  56.899,  50.661,  14.072, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:695, 3891353331122175,    0.976,   12.000, 3700,  70.678,  72.911,  20.253,  54.045,  56.629,  15.730, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:803, 3891353707081913,    1.083,   11.000, 3700,  71.057,  80.539,  22.372,  54.425,  62.472,  17.353, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:39:913, 3891354091990071,    1.193,   13.000, 3700,  74.426,  88.719,  24.644,  57.680,  68.811,  19.114, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:021, 3891354469943014,    1.301,   12.000, 3700,  72.513,  96.544,  26.818,  55.948,  74.849,  20.791, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:135, 3891354868909247,    1.415,   13.000, 3800,  70.292, 104.552,  29.042,  53.592,  80.954,  22.487, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:243, 3891355246854304,    1.523,   12.000, 3700,  71.626, 112.281,  31.189,  54.918,  86.881,  24.134, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:350, 3891355621093674,    1.630,   11.000, 3700,  68.738, 119.627,  33.230,  52.182,  92.457,  25.682, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:462, 3891356016483185,    1.743,   13.000, 3700,  72.788, 127.844,  35.512,  56.055,  98.785,  27.440, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:572, 3891356401294972,    1.853,   20.000, 3700,  77.550, 136.365,  37.879,  60.790, 105.465,  29.296, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:681, 3891356785052498,    1.962,   28.000, 3700,  84.395, 145.613,  40.448,  67.770, 112.891,  31.359, 47,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:789, 3891357162466256,    2.070,   24.000, 3700,  81.104, 154.353,  42.876,  64.522, 119.844,  33.290, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:40:896, 3891357535127700,    2.176,   17.000, 3700,  75.095, 162.344,  45.095,  58.183, 126.035,  35.010, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:010, 3891357933762900,    2.290,   21.000, 3700,  83.725, 171.874,  47.743,  66.974, 133.658,  37.127, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:115, 3891358301226329,    2.395,   18.000, 3800,  80.825, 180.354,  50.098,  63.964, 140.370,  38.992, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:225, 3891358686089961,    2.505,   12.000, 3700,  71.363, 188.196,  52.277,  54.789, 146.391,  40.664, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:335, 3891359070933940,    2.615,   11.000, 3700,  70.497, 195.943,  54.429,  53.789, 152.301,  42.306, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:446, 3891359464705024,    2.727,   13.000, 3700,  72.046, 204.044,  56.679,  55.404, 158.531,  44.036, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:556, 3891359847909657,    2.837,   11.000, 3800,  70.241, 211.729,  58.814,  53.474, 164.382,  45.662, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:666, 3891360232555392,    2.947,   12.000, 3800,  70.763, 219.501,  60.973,  54.174, 170.332,  47.314, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:775, 3891360615726837,    3.056,   11.000, 3700,  68.999, 227.050,  63.070,  52.373, 176.062,  48.906, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:884, 3891360995316401,    3.164,   13.000, 3700,  72.170, 234.873,  65.242,  55.366, 182.063,  50.573, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:41:990, 3891361368291240,    3.271,   13.000, 3700,  74.757, 242.834,  67.454,  58.095, 188.250,  52.292, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:101, 3891361756566071,    3.382,   13.000, 3700,  71.358, 250.745,  69.651,  54.790, 194.324,  53.979, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:209, 3891362132395573,    3.489,   12.000, 3700,  70.948, 258.359,  71.766,  54.293, 200.150,  55.597, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:319, 3891362517254568,    3.599,   12.000, 3700,  71.992, 266.270,  73.964,  55.293, 206.226,  57.285, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:431, 3891362909313074,    3.711,   14.000, 3800,  73.217, 274.467,  76.241,  56.512, 212.553,  59.042, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:540, 3891363294178398,    3.821,   12.000, 3700,  72.129, 282.393,  78.442,  55.415, 218.643,  60.734, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:649, 3891363675850622,    3.930,   12.000, 3700,  72.634, 290.309,  80.641,  56.084, 224.755,  62.432, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:756, 3891364050044345,    4.037,   12.000, 3800,  70.023, 297.790,  82.720,  53.310, 230.451,  64.014, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:865, 3891364431174347,    4.145,   11.000, 3700,  69.779, 305.384,  84.829,  53.217, 236.242,  65.623, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:42:975, 3891364816055030,    4.255,   12.000, 3700,  69.314, 313.002,  86.945,  52.608, 242.023,  67.229, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:088, 3891365211371067,    4.368,   12.000, 3700,  71.968, 321.125,  89.201,  55.258, 248.261,  68.961, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:195, 3891365585784759,    4.475,   12.000, 3700,  72.498, 328.876,  91.354,  55.935, 254.241,  70.622, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:304, 3891365967324324,    4.584,   12.000, 3700,  72.875, 336.815,  93.560,  56.169, 260.360,  72.322, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:412, 3891366344981143,    4.692,   15.000, 3700,  73.280, 344.717,  95.755,  56.561, 266.459,  74.016, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:524, 3891366738780243,    4.804,   11.000, 3700,  71.911, 352.803,  98.001,  55.305, 272.678,  75.744, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:634, 3891367125581547,    4.915,   12.000, 3700,  72.155, 360.772, 100.215,  55.512, 278.809,  77.447, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:743, 3891367506679652,    5.024,   11.000, 3700,  69.431, 368.328, 102.313,  52.720, 284.546,  79.040, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:849, 3891367877678816,    5.130,   11.000, 3700,  68.869, 375.623, 104.340,  52.346, 290.091,  80.581, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:43:962, 3891368273082607,    5.242,   14.000, 3700,  74.257, 384.007, 106.669,  57.486, 296.581,  82.384, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:069, 3891368647296921,    5.349,   12.000, 3700,  70.666, 391.558, 108.766,  53.957, 302.347,  83.985, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:180, 3891369035969211,    5.460,   13.000, 3800,  73.593, 399.725, 111.035,  56.897, 308.661,  85.739, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:290, 3891369420689276,    5.570,   12.000, 3700,  71.347, 407.563, 113.212,  54.774, 314.678,  87.411, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:398, 3891369798611816,    5.678,   29.000, 3700,  85.660, 416.806, 115.779,  68.791, 322.101,  89.473, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:506, 3891370176516014,    5.786,   22.000, 3800,  81.538, 425.605, 118.223,  64.857, 329.100,  91.417, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:615, 3891370557842245,    5.895,   15.000, 3700,  76.236, 433.905, 120.529,  59.407, 335.568,  93.213, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:724, 3891370942585958,    6.005,   20.000, 3700,  77.370, 442.405, 122.890,  60.612, 342.227,  95.063, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:834, 3891371327619855,    6.115,   27.000, 3700,  84.205, 451.663, 125.462,  67.640, 349.663,  97.129, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:44:944, 3891371712364976,    6.224,   23.000, 3700,  80.707, 460.529, 127.925,  63.986, 356.693,  99.081, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:052, 3891372090264398,    6.332,   11.000, 3700,  70.026, 468.085, 130.024,  53.323, 362.446, 100.680, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:162, 3891372475251787,    6.442,   12.000, 3700,  72.115, 476.012, 132.226,  55.414, 368.538, 102.372, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:273, 3891372863484934,    6.553,   12.000, 3700,  70.029, 483.775, 134.382,  53.461, 374.464, 104.018, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:385, 3891373258540914,    6.666,   20.000, 3700,  75.359, 492.276, 136.743,  58.595, 381.074, 105.854, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:490, 3891373623483811,    6.770,   12.000, 3700,  71.505, 499.727, 138.813,  54.835, 386.788, 107.441, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:603, 3891374019782614,    6.883,   12.000, 3800,  71.096, 507.772, 141.048,  54.399, 392.944, 109.151, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:713, 3891374404714754,    6.993,   11.000, 3700,  69.592, 515.421, 143.173,  53.052, 398.775, 110.771, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:818, 3891374772442051,    7.098,   12.000, 3800,  71.305, 522.908, 145.252,  54.626, 404.510, 112.364, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:45:929, 3891375161071789,    7.209,   12.000, 3700,  71.328, 530.823, 147.451,  54.632, 410.573, 114.048, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:039, 3891375548169746,    7.320,   12.000, 3700,  71.179, 538.691, 149.636,  54.574, 416.605, 115.724, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:146, 3891375922830010,    7.427,   13.000, 3700,  73.310, 546.533, 151.815,  56.615, 422.661, 117.406, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:258, 3891376313317954,    7.538,   12.000, 3700,  72.566, 554.624, 154.062,  55.939, 428.899, 119.138, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:393, 3891376785996529,    7.673,   18.000, 3700,  73.703, 564.572, 156.826,  57.006, 436.592, 121.276, 48,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:478, 3891377083962939,    7.758,   11.000, 3800,  69.725, 570.504, 158.473,  53.050, 441.106, 122.529, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:585, 3891377458686805,    7.865,   15.000, 3700,  72.719, 578.285, 160.635,  55.988, 447.096, 124.193, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:693, 3891377836870077,    7.973,   16.000, 3700,  74.672, 586.348, 162.874,  58.146, 453.375, 125.938, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:804, 3891378227340150,    8.085,   11.000, 3700,  71.329, 594.301, 165.084,  54.568, 459.459, 127.628, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:46:913, 3891378609240578,    8.194,   12.000, 3700,  71.021, 602.045, 167.235,  54.487, 465.401, 129.278, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:023, 3891378994437363,    8.304,   11.000, 3700,  71.966, 609.961, 169.434,  55.274, 471.480, 130.967, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:133, 3891379377844768,    8.413,   12.000, 3700,  71.680, 617.808, 171.613,  55.074, 477.510, 132.642, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:240, 3891379752524047,    8.520,   12.000, 3700,  70.191, 625.317, 173.699,  53.490, 483.232, 134.231, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:351, 3891380143090558,    8.632,   11.000, 3700,  70.875, 633.221, 175.895,  54.265, 489.284, 135.912, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:459, 3891380519190182,    8.739,   14.000, 3700,  75.084, 641.285, 178.135,  58.280, 495.543, 137.651, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:569, 3891380904520646,    8.849,   12.000, 3700,  70.307, 649.020, 180.283,  53.777, 501.459, 139.294, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:681, 3891381298937009,    8.962,   11.000, 3700,  70.528, 656.963, 182.490,  53.775, 507.516, 140.977, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:788, 3891381671774163,    9.068,   12.000, 3700,  72.448, 664.676, 184.632,  55.824, 513.458, 142.627, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:47:896, 3891382049940650,    9.176,   12.000, 3700,  72.997, 672.558, 186.822,  56.308, 519.539, 144.316, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:006, 3891382435198075,    9.286,   12.000, 3700,  72.843, 680.571, 189.047,  56.303, 525.732, 146.037, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:118, 3891382827366131,    9.398,   12.000, 3700,  73.173, 688.765, 191.324,  56.490, 532.058, 147.794, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:226, 3891383205665468,    9.506,   13.000, 3700,  74.080, 696.767, 193.546,  57.390, 538.257, 149.516, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:338, 3891383598206105,    9.618,   11.000, 3800,  70.471, 704.665, 195.740,  53.793, 544.286, 151.191, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:445, 3891383974542767,    9.726,   14.000, 3700,  73.530, 712.567, 197.935,  56.904, 550.401, 152.889, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:553, 3891384352821635,    9.834,   11.000, 3700,  72.021, 720.346, 200.096,  55.335, 556.378, 154.549, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:663, 3891384736155649,    9.943,   27.000, 3700,  89.434, 730.135, 202.815,  72.595, 564.324, 156.757, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:775, 3891385128377925,   10.055,   26.000, 3700,  89.001, 740.102, 205.584,  72.009, 572.388, 158.997, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:886, 3891385517132919,   10.166,   27.000, 3700,  90.089, 750.103, 208.362,  73.128, 580.506, 161.252, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:48:993, 3891385891859887,   10.273,   27.000, 3700,  88.926, 759.618, 211.005,  72.129, 588.223, 163.395, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:099, 3891386263184623,   10.379,   27.000, 3700,  89.612, 769.119, 213.644,  72.678, 595.929, 165.536, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:211, 3891386655544089,   10.491,   27.000, 3700,  90.299, 779.235, 216.454,  73.333, 604.145, 167.818, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:318, 3891387030072289,   10.598,   18.000, 3700,  81.860, 787.989, 218.886,  64.921, 611.088, 169.747, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:431, 3891387427739897,   10.712,   14.000, 3700,  74.234, 796.418, 221.227,  57.603, 617.628, 171.563, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:538, 3891387802406810,   10.819,   11.000, 3700,  71.931, 804.114, 223.365,  55.250, 623.539, 173.205, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:650, 3891388193101118,   10.930,   11.000, 3800,  70.171, 811.942, 225.539,  53.568, 629.515, 174.865, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:760, 3891388578153280,   11.040,   11.000, 3700,  71.011, 819.749, 227.708,  54.313, 635.486, 176.524, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:868, 3891388956246043,   11.148,   11.000, 3700,  70.874, 827.401, 229.834,  54.181, 641.336, 178.149, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:49:975, 3891389331022432,   11.255,   12.000, 3700,  72.289, 835.136, 231.982,  55.747, 647.301, 179.806, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:084, 3891389712713447,   11.364,   12.000, 3700,  72.640, 843.053, 234.181,  55.957, 653.400, 181.500, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:196, 3891390105102746,   11.476,   13.000, 3700,  72.640, 851.192, 236.442,  55.954, 659.669, 183.241, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:303, 3891390479923040,   11.583,   12.000, 3800,  71.655, 858.861, 238.572,  54.940, 665.549, 184.875, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:412, 3891390861846594,   11.692,   14.000, 3700,  72.659, 866.784, 240.773,  56.121, 671.669, 186.575, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:524, 3891391253970882,   11.804,   11.000, 3800,  70.025, 874.625, 242.951,  53.334, 677.641, 188.233, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:631, 3891391630288594,   11.912,   12.000, 3700,  72.023, 882.364, 245.101,  55.388, 683.592, 189.887, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:740, 3891392010123156,   12.020,   12.000, 3700,  71.876, 890.159, 247.266,  55.108, 689.569, 191.547, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:851, 3891392398933274,   12.131,   11.000, 3700,  72.147, 898.169, 249.491,  55.616, 695.743, 193.262, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:50:960, 3891392780723119,   12.240,   14.000, 3700,  75.884, 906.441, 251.789,  59.141, 702.191, 195.053, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:071, 3891393170932844,   12.352,   12.000, 3800,  72.741, 914.546, 254.041,  56.109, 708.442, 196.789, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:178, 3891393545052864,   12.458,   12.000, 3700,  71.872, 922.224, 256.173,  55.159, 714.334, 198.426, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:291, 3891393939964938,   12.571,   12.000, 3700,  71.980, 930.340, 258.428,  55.242, 720.564, 200.157, 53,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:398, 3891394314562336,   12.678,   16.000, 3700,  73.283, 938.179, 260.605,  56.734, 726.632, 201.842, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:508, 3891394699926765,   12.788,   12.000, 3700,  72.687, 946.177, 262.827,  55.994, 732.793, 203.554, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:617, 3891395081567891,   12.897,   12.000, 3700,  72.952, 954.126, 265.035,  56.243, 738.922, 205.256, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:724, 3891395456335746,   13.004,   12.000, 3700,  70.909, 961.714, 267.143,  54.226, 744.725, 206.868, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:834, 3891395841591137,   13.114,   11.000, 3700,  71.572, 969.588, 269.330,  55.038, 750.779, 208.550, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:51:947, 3891396236843095,   13.227,   12.000, 3700,  73.717, 977.907, 271.641,  56.975, 757.209, 210.336, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:053, 3891396610517733,   13.334,   11.000, 3800,  72.440, 985.636, 273.788,  55.710, 763.153, 211.987, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:163, 3891396993877207,   13.443,   13.000, 3700,  71.954, 993.513, 275.976,  55.338, 769.211, 213.670, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:276, 3891397391428593,   13.557,   12.000, 3700,  71.856,1001.669, 278.241,  55.234, 775.481, 215.411, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:386, 3891397777075841,   13.667,   19.000, 3700,  72.035,1009.601, 280.445,  55.350, 781.576, 217.104, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:493, 3891398149549796,   13.773,   12.000, 3700,  71.901,1017.248, 282.569,  55.263, 787.453, 218.737, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:603, 3891398534930963,   13.883,   12.000, 3700,  71.082,1025.070, 284.742,  54.398, 793.439, 220.400, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:713, 3891398920080218,   13.993,   11.000, 3700,  69.946,1032.762, 286.878,  53.269, 799.297, 222.027, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:818, 3891399287848813,   14.098,   11.000, 3700,  70.641,1040.181, 288.939,  54.122, 804.981, 223.606, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:52:928, 3891399673019003,   14.208,   12.000, 3800,  69.994,1047.878, 291.077,  53.314, 810.844, 225.234, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:039, 3891400061968254,   14.319,   12.000, 3800,  70.125,1055.667, 293.241,  53.453, 816.780, 226.883, 52,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:147, 3891400439923303,   14.427,   12.000, 3700,  71.601,1063.394, 295.387,  54.914, 822.707, 228.530, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:258, 3891400828755326,   14.538,   12.000, 3700,  71.444,1071.326, 297.590,  54.896, 828.802, 230.223, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:390, 3891401290768951,   14.670,   19.000, 3700,  72.637,1080.908, 300.252,  55.943, 836.182, 232.273, 49,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:477, 3891401595560964,   14.757,   12.000, 3700,  70.932,1087.081, 301.967,  54.243, 840.902, 233.584, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:587, 3891401980916486,   14.867,   12.000, 3800,  70.666,1094.857, 304.127,  53.975, 846.841, 235.234, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:694, 3891402355920675,   14.974,   11.000, 3800,  71.290,1102.490, 306.247,  54.618, 852.690, 236.858, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:808, 3891402756849692,   15.089,   11.000, 3700,  69.070,1110.397, 308.444,  52.464, 858.696, 238.527, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:53:912, 3891403119164610,   15.192,   12.000, 3700,  71.738,1117.819, 310.505,  55.137, 864.400, 240.111, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:023, 3891403508264642,   15.303,   11.000, 3700,  71.686,1125.783, 312.718,  55.011, 870.512, 241.809, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:133, 3891403893217214,   15.413,   11.000, 3700,  70.594,1133.543, 314.873,  53.905, 876.437, 243.455, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:243, 3891404280271895,   15.524,   13.000, 3700,  71.552,1141.451, 317.070,  54.934, 882.508, 245.141, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:351, 3891404656599431,   15.631,   11.000, 3700,  68.557,1148.818, 319.116,  51.947, 888.090, 246.692, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:461, 3891405041705066,   15.741,   13.000, 3700,  73.562,1156.907, 321.363,  56.857, 894.342, 248.428, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:568, 3891405416500068,   15.848,   12.000, 3800,  71.055,1164.511, 323.475,  54.375, 900.161, 250.045, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:681, 3891405812367816,   15.961,   11.000, 3700,  70.339,1172.461, 325.684,  53.650, 906.225, 251.729, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:788, 3891406187349940,   16.068,   12.000, 3800,  67.569,1179.696, 327.693,  51.050, 911.691, 253.248, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:54:896, 3891406565404366,   16.176,   12.000, 3700,  70.801,1187.339, 329.816,  54.100, 917.531, 254.870, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:55:008, 3891406957616641,   16.288,   12.000, 3700,  70.406,1195.224, 332.007,  53.705, 923.546, 256.540, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:55:119, 3891407348180820,   16.400,   12.000, 3700,  72.434,1203.301, 334.250,  55.826, 929.771, 258.270, 50,  0,1000.000,1000.000,1023.875,   0.000,   0.000
11:37:55:228, 3891407728320811,   16.508,   12.000, 3800,  69.859,1210.884, 336.357,  53.237, 935.550, 259.875, 51,  0,1000.000,1000.000,1023.875,   0.000,   0.000
